Ticker,Company,Industry_x,Sector,DividendYield,PayoutRatio,IndustryMapped,Industry_y,NetMargin
SYF,Synchrony Financial,Credit Services,Financial Services,1.75,0.123900004,Financial Svcs. (Non-bank & Insurance),Financial Svcs. (Non-bank & Insurance),0.2338404539404498
SNPS,"Synopsys, Inc.",Software - Infrastructure,Technology,0.0,0.0,Computer Services,Computer Services,0.0531640739693299
SYY,Sysco Corporation,Food Distribution,Consumer Defensive,3.04,0.5741,Food Wholesalers,Food Wholesalers,0.0100550786385296
TMUS,"T-Mobile US, Inc.",Telecom Services,Communication Services,2.03,0.3765,Telecom. Services,Telecom. Services,0.0943233187080034
TROW,"T. Rowe Price Group, Inc.",Asset Management,Financial Services,5.77,0.5498,Investments & Asset Management,Investments & Asset Management,0.1714716416713332
TTWO,"Take-Two Interactive Software, ",Electronic Gaming & Multimedia,Communication Services,0.0,0.0,Software (Entertainment),Software (Entertainment),0.2827288228497892
TPR,"Tapestry, Inc.",Luxury Goods,Consumer Cyclical,1.13,0.5814,Retail (Special Lines),Retail (Special Lines),0.0456977107490382
TRGP,"Targa Resources, Inc.",Oil & Gas Midstream,Energy,1.64,0.44169998,Oil/Gas Distribution,Oil/Gas Distribution,0.1006444086965307
TGT,Target Corporation,Discount Stores,Consumer Defensive,3.79,0.556,Retail (General),Retail (General),0.0549571669053718
TEL,TE Connectivity plc,Electronic Components,Technology,1.39,0.40060002,Electronics (General),Electronics (General),0.0490046245014738
TDY,Teledyne Technologies Incorpora,Scientific & Technical Instruments,Technology,0.0,0.0,Office Equipment & Services,Office Equipment & Services,0.0442518323922391
TER,"Teradyne, Inc.",Semiconductor Equipment & Materials,Technology,0.17,0.1383,Semiconductor Equip,Semiconductor Equip,0.157353960719727
TSLA,"Tesla, Inc.",Auto Manufacturers,Consumer Cyclical,0.0,0.0,Auto & Truck,Auto & Truck,0.0307624289711712
TXN,Texas Instruments Incorporated,Semiconductors,Technology,2.91,1.0092,Semiconductor,Semiconductor,0.2332283405775086
TPL,Texas Pacific Land Corporation,Oil & Gas E&P,Energy,0.54,0.3061,Oil/Gas (Production and Exploration),Oil/Gas (Production and Exploration),0.1571861437725601
TXT,Textron Inc.,Aerospace & Defense,Industrials,0.09,0.0156,Aerospace/Defense,Aerospace/Defense,0.0665426613246422
TMO,Thermo Fisher Scientific Inc,Diagnostics & Research,Healthcare,0.36,0.096999995,Healthcare Support Services,Healthcare Support Services,0.0133728749876677
TJX,"TJX Companies, Inc. (The)",Apparel Retail,Consumer Cyclical,1.19,0.3388,Retail (Special Lines),Retail (Special Lines),0.0456977107490382
TKO,"TKO Group Holdings, Inc.",Entertainment,Communication Services,1.53,1.0177,Entertainment,Entertainment,0.0519573206938368
TTD,"The Trade Desk, Inc.",Advertising Agencies,Communication Services,0.0,0.0,Advertising,Advertising,0.0138633425611893
TSCO,Tractor Supply Company,Specialty Retail,Consumer Cyclical,2.19,0.4466,Retail (Special Lines),Retail (Special Lines),0.0456977107490382
TT,Trane Technologies plc,Building Products & Equipment,Industrials,0.98,0.2861,Building Materials,Building Materials,0.0652647808244452
TDG,Transdigm Group Incorporated,Aerospace & Defense,Industrials,0.0,0.0,Aerospace/Defense,Aerospace/Defense,0.0665426613246422
TRV,"The Travelers Companies, Inc.",Insurance - Property & Casualty,Financial Services,1.5,0.1586,Insurance (Prop/Cas.),Insurance (Prop/Cas.),0.1082478464437557
TRMB,Trimble Inc.,Scientific & Technical Instruments,Technology,0.0,0.0,Office Equipment & Services,Office Equipment & Services,0.0442518323922391
TFC,Truist Financial Corporation,Banks - Regional,Financial Services,4.41,0.5445,Banks (Regional),Banks (Regional),0.3031003995191074
TYL,"Tyler Technologies, Inc.",Software - Application,Technology,0.0,0.0,Software (System & Application),Software (System & Application),0.2082623086514781
TSN,"Tyson Foods, Inc.",Farm Products,Consumer Defensive,3.16,3.5893,Farming/Agriculture,Farming/Agriculture,0.0409804121382642
USB,U.S. Bancorp,Banks - Regional,Financial Services,3.89,0.4416,Banks (Regional),Banks (Regional),0.3031003995191074
UBER,"Uber Technologies, Inc.",Software - Application,Technology,0.0,0.0,Software (System & Application),Software (System & Application),0.2082623086514781
UDR,"UDR, Inc.",REIT - Residential,Real Estate,5.02,1.5177001,R.E.I.T.,R.E.I.T.,0.1953228821605013
ULTA,"Ulta Beauty, Inc.",Specialty Retail,Consumer Cyclical,0.0,0.0,Retail (Special Lines),Retail (Special Lines),0.0456977107490382
UNP,Union Pacific Corporation,Railroads,Industrials,2.26,0.4541,Transportation (Railroads),Transportation (Railroads),0.156730585595564
UAL,"United Airlines Holdings, Inc.",Airlines,Industrials,0.0,0.0,Air Transport,Air Transport,0.0490659956299534
UPS,"United Parcel Service, Inc.",Integrated Freight & Logistics,Industrials,6.68,1.0,Transportation,Transportation,0.0512380428450328
URI,"United Rentals, Inc.",Rental & Leasing Services,Industrials,1.08,0.18540001,Business & Consumer Services,Business & Consumer Services,0.0583382792580931
UNH,UnitedHealth Group Incorporated,Healthcare Plans,Healthcare,3.19,0.65989995,Healthcare Support Services,Healthcare Support Services,0.0133728749876677
UHS,"Universal Health Services, Inc.",Medical Care Facilities,Healthcare,0.45,0.0346,Hospitals/Healthcare Facilities,Hospitals/Healthcare Facilities,0.0598580650052351
VLO,Valero Energy Corporation,Oil & Gas Refining & Marketing,Energy,1.97,0.5971,Oil/Gas Distribution,Oil/Gas Distribution,0.1006444086965307
VTR,"Ventas, Inc.",REIT - Healthcare Facilities,Real Estate,2.5,3.5556,R.E.I.T.,R.E.I.T.,0.1953228821605013
VLTO,Veralto Corp,Pollution & Treatment Controls,Industrials,0.59,0.1223,Environmental & Waste Services,Environmental & Waste Services,0.0638496166263914
VRSN,"VeriSign, Inc.",Software - Infrastructure,Technology,1.25,0.2622,Computer Services,Computer Services,0.0531640739693299
VRSK,"Verisk Analytics, Inc.",Consulting Services,Industrials,1.08,0.2778,Business & Consumer Services,Business & Consumer Services,0.0583382792580931
VZ,Verizon Communications Inc.,Telecom Services,Communication Services,5.73,0.6736,Telecom. Services,Telecom. Services,0.0943233187080034
VRTX,Vertex Pharmaceuticals Incorpor,Biotechnology,Healthcare,0.0,0.0,Drugs (Biotechnology),Drugs (Biotechnology),-0.0368884917379637
VRT,"Vertiv Holdings, LLC",Electrical Equipment & Parts,Industrials,0.1,0.0513,Electrical Equipment,Electrical Equipment,0.0538370808876718
VICI,VICI Properties Inc.,REIT - Diversified,Real Estate,6.44,0.67620003,R.E.I.T.,R.E.I.T.,0.1953228821605013
V,Visa Inc.,Credit Services,Financial Services,0.89,0.2291,Financial Svcs. (Non-bank & Insurance),Financial Svcs. (Non-bank & Insurance),0.2338404539404498
VST,Vistra Corp.,Utilities - Independent Power Producers,Utilities,0.6,0.41349998,Power,Power,0.0822149828240588
VMC,Vulcan Materials Company (Holdi,Building Materials,Basic Materials,0.74,0.24049999,Building Materials,Building Materials,0.0652647808244452
WRB,W.R. Berkley Corporation,Insurance - Property & Casualty,Financial Services,0.55,0.0787,Insurance (Prop/Cas.),Insurance (Prop/Cas.),0.1082478464437557
GWW,"W.W. Grainger, Inc.",Industrial Distribution,Industrials,0.81,0.2494,Retail (Distributors),Retail (Distributors),0.037896059214654
WAB,Westinghouse Air Brake Technolo,Railroads,Industrials,0.42,0.1464,Transportation (Railroads),Transportation (Railroads),0.156730585595564
WMT,Walmart Inc.,Discount Stores,Consumer Defensive,0.79,0.3443,Retail (General),Retail (General),0.0549571669053718
DIS,Walt Disney Company (The),Entertainment,Communication Services,1.55,0.1841,Entertainment,Entertainment,0.0519573206938368
WBD,"Warner Bros. Discovery, Inc. - ",Entertainment,Communication Services,0.0,0.0,Entertainment,Entertainment,0.0519573206938368
WM,"Waste Management, Inc.",Waste Management,Industrials,1.45,0.4925,Environmental & Waste Services,Environmental & Waste Services,0.0638496166263914
WAT,Waters Corporation,Diagnostics & Research,Healthcare,0.0,0.0,Healthcare Support Services,Healthcare Support Services,0.0133728749876677
WEC,"WEC Energy Group, Inc.",Utilities - Regulated Electric,Utilities,3.24,0.7422,Utility (General),Utility (General),0.0778810584390676
WFC,Wells Fargo & Company,Banks - Diversified,Financial Services,2.23,0.2716,Bank (Money Center),Bank (Money Center),0.3491925322792411
WELL,Welltower Inc.,REIT - Healthcare Facilities,Real Estate,1.46,1.9858999,R.E.I.T.,R.E.I.T.,0.1953228821605013
WST,"West Pharmaceutical Services, I",Medical Instruments & Supplies,Healthcare,0.35,0.1252,Healthcare Products,Healthcare Products,0.0875149392042817
WDC,Western Digital Corporation,Computer Hardware,Technology,0.17,0.0307,Computers/Peripherals,Computers/Peripherals,0.1021760231059991
WY,Weyerhaeuser Company,REIT - Specialty,Real Estate,3.44,1.8666999,R.E.I.T.,R.E.I.T.,0.1953228821605013
WSM,"Williams-Sonoma, Inc.",Specialty Retail,Consumer Cyclical,1.69,0.29860002,Retail (Special Lines),Retail (Special Lines),0.0456977107490382
WMB,"Williams Companies, Inc. (The)",Oil & Gas Midstream,Energy,2.92,0.9346,Oil/Gas Distribution,Oil/Gas Distribution,0.1006444086965307
WTW,Willis Towers Watson Public Lim,Insurance Brokers,Financial Services,1.33,0.22629999,Insurance (General),Insurance (General),0.0889834173062861
WDAY,"Workday, Inc.",Software - Application,Technology,0.0,0.0,Software (System & Application),Software (System & Application),0.2082623086514781
WYNN,"Wynn Resorts, Limited",Resorts & Casinos,Consumer Cyclical,0.98,0.3185,Hotel/Gaming,Hotel/Gaming,0.0919912410510804
XEL,Xcel Energy Inc.,Utilities - Regulated Electric,Utilities,2.94,0.6667,Utility (General),Utility (General),0.0778810584390676
XYL,Xylem Inc.,Specialty Industrial Machinery,Industrials,1.42,0.4082,Machinery,Machinery,0.0730366433266519
YUM,"Yum! Brands, Inc.",Restaurants,Consumer Cyclical,1.92,0.5117,Restaurant/Dining,Restaurant/Dining,0.0540521790933082
ZBRA,Zebra Technologies Corporation,Communication Equipment,Technology,0.0,0.0,Telecom. Equipment,Telecom. Equipment,0.0848934719408901
ZBH,"Zimmer Biomet Holdings, Inc.",Medical Devices,Healthcare,1.06,0.27040002,Healthcare Products,Healthcare Products,0.0875149392042817
ZTS,Zoetis Inc.,Drug Manufacturers - Specialty & Generic,Healthcare,1.8,0.33220002,Drugs (Pharmaceutical),Drugs (Pharmaceutical),0.1448971925945506
